Test case,Time run,Memory,Solution
1,0.0009715557098388672,28,True
2,0.0,28,True
3,0.0009925365447998047,28,True
4,0.0004985332489013672,28,True
5,0.0009968280792236328,28,True
6,0.0,28,True
7,0.0010089874267578125,28,True
8,0.0009949207305908203,28,True
9,0.0009975433349609375,28,True
10,0.0002167224884033203,28,True
11,0.0009961128234863281,28,True
12,0.004004001617431641,28,True
13,0.00442051887512207,28,True
14,0.0009958744049072266,28,True
15,0.0029969215393066406,28,True
