Test case,Time run,Memory,Solution
1,0.9474058151245117,120,True
2,0.5577666759490967,120,True
3,2.615814447402954,120,True
4,0.2003333568572998,120,True
5,0.7266874313354492,120,True
6,0.6476092338562012,120,True
7,0.13869166374206543,120,True
8,0.9141511917114258,120,True
9,0.4133727550506592,120,True
10,0.5417428016662598,120,True
11,0.4574747085571289,120,True
12,0.4858064651489258,120,True
13,0.9980473518371582,120,True
14,0.5218358039855957,120,True
15,1.2889630794525146,120,True
